date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:04:33	177546/177546	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-2b58a%22	https://themewagon.github.io/carbook/images/car-3.jpg	D:/Datvexe/themewagon.github.io/carbook/images/car-3.jpg	(from https://themewagon.github.io/carbook/)
14:04:33	125111/125111	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-1e8b7%22	https://themewagon.github.io/carbook/images/car-2.jpg	D:/Datvexe/themewagon.github.io/carbook/images/car-2.jpg	(from https://themewagon.github.io/carbook/)
14:04:33	136055/136055	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-21377%22	https://themewagon.github.io/carbook/images/car-4.jpg	D:/Datvexe/themewagon.github.io/carbook/images/car-4.jpg	(from https://themewagon.github.io/carbook/)
14:04:33	143560/143560	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-230c8%22	https://themewagon.github.io/carbook/images/about.jpg	D:/Datvexe/themewagon.github.io/carbook/images/about.jpg	(from https://themewagon.github.io/carbook/)
14:04:34	351868/351868	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-55e7c%22	https://themewagon.github.io/carbook/images/bg_3.jpg	D:/Datvexe/themewagon.github.io/carbook/images/bg_3.jpg	(from https://themewagon.github.io/carbook/)
14:04:34	36090/36090	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-8cfa%22	https://themewagon.github.io/carbook/images/person_1.jpg	D:/Datvexe/themewagon.github.io/carbook/images/person_1.jpg	(from https://themewagon.github.io/carbook/)
14:04:34	47939/47939	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-bb43%22	https://themewagon.github.io/carbook/images/person_2.jpg	D:/Datvexe/themewagon.github.io/carbook/images/person_2.jpg	(from https://themewagon.github.io/carbook/)
14:04:34	35096/35096	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-8918%22	https://themewagon.github.io/carbook/images/person_3.jpg	D:/Datvexe/themewagon.github.io/carbook/images/person_3.jpg	(from https://themewagon.github.io/carbook/)
14:04:35	22321/22321	---M-Z	200	added ('OK')	text/html	etag:W/%22639eb58f-5731%22	https://themewagon.github.io/carbook/blog-single.html	D:/Datvexe/themewagon.github.io/carbook/blog-single.html	(from https://themewagon.github.io/carbook/)
14:04:35	133047/133047	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-207b7%22	https://themewagon.github.io/carbook/images/image_1.jpg	D:/Datvexe/themewagon.github.io/carbook/images/image_1.jpg	(from https://themewagon.github.io/carbook/)
14:04:35	165988/165988	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-28864%22	https://themewagon.github.io/carbook/images/image_2.jpg	D:/Datvexe/themewagon.github.io/carbook/images/image_2.jpg	(from https://themewagon.github.io/carbook/)
14:04:36	164552/164552	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-282c8%22	https://themewagon.github.io/carbook/images/image_3.jpg	D:/Datvexe/themewagon.github.io/carbook/images/image_3.jpg	(from https://themewagon.github.io/carbook/)
14:04:36	268038/268038	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-41706%22	https://themewagon.github.io/carbook/js/jquery.min.js	D:/Datvexe/themewagon.github.io/carbook/js/jquery.min.js	(from https://themewagon.github.io/carbook/)
14:04:36	11421/11421	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-2c9d%22	https://themewagon.github.io/carbook/js/jquery-migrate-3.0.1.min.js	D:/Datvexe/themewagon.github.io/carbook/js/jquery-migrate-3.0.1.min.js	(from https://themewagon.github.io/carbook/)
14:04:36	19032/19032	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-4a58%22	https://themewagon.github.io/carbook/js/popper.min.js	D:/Datvexe/themewagon.github.io/carbook/js/popper.min.js	(from https://themewagon.github.io/carbook/)
14:04:37	58072/58072	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-e2d8%22	https://themewagon.github.io/carbook/js/bootstrap.min.js	D:/Datvexe/themewagon.github.io/carbook/js/bootstrap.min.js	(from https://themewagon.github.io/carbook/)
14:04:37	8111/8111	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-1faf%22	https://themewagon.github.io/carbook/js/jquery.easing.1.3.js	D:/Datvexe/themewagon.github.io/carbook/js/jquery.easing.1.3.js	(from https://themewagon.github.io/carbook/)
14:04:37	8835/8835	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-2283%22	https://themewagon.github.io/carbook/js/jquery.waypoints.min.js	D:/Datvexe/themewagon.github.io/carbook/js/jquery.waypoints.min.js	(from https://themewagon.github.io/carbook/)
14:04:37	12597/12597	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-3135%22	https://themewagon.github.io/carbook/js/jquery.stellar.min.js	D:/Datvexe/themewagon.github.io/carbook/js/jquery.stellar.min.js	(from https://themewagon.github.io/carbook/)
14:04:38	43237/43237	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-a8e5%22	https://themewagon.github.io/carbook/js/owl.carousel.min.js	D:/Datvexe/themewagon.github.io/carbook/js/owl.carousel.min.js	(from https://themewagon.github.io/carbook/)
14:04:38	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-4ef8%22	https://themewagon.github.io/carbook/js/jquery.magnific-popup.min.js	D:/Datvexe/themewagon.github.io/carbook/js/jquery.magnific-popup.min.js	(from https://themewagon.github.io/carbook/)
14:04:38	14244/14244	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-37a4%22	https://themewagon.github.io/carbook/js/aos.js	D:/Datvexe/themewagon.github.io/carbook/js/aos.js	(from https://themewagon.github.io/carbook/)
14:04:38	1391/1391	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-56f%22	https://themewagon.github.io/carbook/js/jquery.animateNumber.min.js	D:/Datvexe/themewagon.github.io/carbook/js/jquery.animateNumber.min.js	(from https://themewagon.github.io/carbook/)
14:04:39	46820/46820	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-b6e4%22	https://themewagon.github.io/carbook/js/bootstrap-datepicker.js	D:/Datvexe/themewagon.github.io/carbook/js/bootstrap-datepicker.js	(from https://themewagon.github.io/carbook/)
14:04:39	15764/15764	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-3d94%22	https://themewagon.github.io/carbook/js/jquery.timepicker.min.js	D:/Datvexe/themewagon.github.io/carbook/js/jquery.timepicker.min.js	(from https://themewagon.github.io/carbook/)
14:04:39	7447/7447	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-1d17%22	https://themewagon.github.io/carbook/js/scrollax.min.js	D:/Datvexe/themewagon.github.io/carbook/js/scrollax.min.js	(from https://themewagon.github.io/carbook/)
14:04:40	1946/1946	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-79a%22	https://themewagon.github.io/carbook/js/google-map.js	D:/Datvexe/themewagon.github.io/carbook/js/google-map.js	(from https://themewagon.github.io/carbook/)
14:04:40	7153/7153	---M-Z	200	added ('OK')	application/javascript	etag:W/%22639eb58f-1bf1%22	https://themewagon.github.io/carbook/js/main.js	D:/Datvexe/themewagon.github.io/carbook/js/main.js	(from https://themewagon.github.io/carbook/)
14:04:40	28196/28196	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639eb58f-6e24%22	https://themewagon.github.io/carbook/fonts/open-iconic/open-iconic.eot	D:/Datvexe/themewagon.github.io/carbook/fonts/open-iconic/open-iconic.eot	(from https://themewagon.github.io/carbook/css/open-iconic-bootstrap.min.css)
14:04:41	28196/28196	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639eb58f-6e24%22	https://themewagon.github.io/carbook/fonts/open-iconic/open-iconic.eot?	D:/Datvexe/themewagon.github.io/carbook/fonts/open-iconic/open-iconicd41d.eot	(from https://themewagon.github.io/carbook/css/open-iconic-bootstrap.min.css)
14:04:41	14984/14984	---M--	200	added ('OK')	font/woff	etag:%22639eb58f-3a88%22	https://themewagon.github.io/carbook/fonts/open-iconic/open-iconic.woff	D:/Datvexe/themewagon.github.io/carbook/fonts/open-iconic/open-iconic.woff	(from https://themewagon.github.io/carbook/css/open-iconic-bootstrap.min.css)
14:04:42	28028/28028	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639eb58f-6d7c%22	https://themewagon.github.io/carbook/fonts/open-iconic/open-iconic.ttf	D:/Datvexe/themewagon.github.io/carbook/fonts/open-iconic/open-iconic.ttf	(from https://themewagon.github.io/carbook/css/open-iconic-bootstrap.min.css)
14:04:42	20996/20996	---M-Z	200	added ('OK')	font/otf	etag:W/%22639eb58f-5204%22	https://themewagon.github.io/carbook/fonts/open-iconic/open-iconic.otf	D:/Datvexe/themewagon.github.io/carbook/fonts/open-iconic/open-iconic.otf	(from https://themewagon.github.io/carbook/css/open-iconic-bootstrap.min.css)
14:04:43	54789/54789	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639eb58f-d605%22	https://themewagon.github.io/carbook/fonts/open-iconic/open-iconic.svg	D:/Datvexe/themewagon.github.io/carbook/fonts/open-iconic/open-iconic.svg	(from https://themewagon.github.io/carbook/css/open-iconic-bootstrap.min.css)
14:04:43	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264c00bd1-24a3%22	https://themewagon.github.io/carbook/css/owl.video.play.png	D:/Datvexe/themewagon.github.io/carbook/css/owl.video.play.png	(from https://themewagon.github.io/carbook/css/owl.carousel.min.css)
14:04:44	112826/112826	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639eb58f-1b8ba%22	https://themewagon.github.io/carbook/fonts/ionicons/fonts/ionicons.eot?v=4.0.0-19	D:/Datvexe/themewagon.github.io/carbook/fonts/ionicons/fonts/ionicons580c.eot	(from https://themewagon.github.io/carbook/css/ionicons.min.css)
14:04:44	50592/50592	---M--	200	added ('OK')	font/woff2	etag:%22639eb58f-c5a0%22	https://themewagon.github.io/carbook/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19	D:/Datvexe/themewagon.github.io/carbook/fonts/ionicons/fonts/ionicons580c.woff2	(from https://themewagon.github.io/carbook/css/ionicons.min.css)
14:04:45	66024/66024	---M--	200	added ('OK')	font/woff	etag:%22639eb58f-101e8%22	https://themewagon.github.io/carbook/fonts/ionicons/fonts/ionicons.woff?v=4.0.0-19	D:/Datvexe/themewagon.github.io/carbook/fonts/ionicons/fonts/ionicons580c.woff	(from https://themewagon.github.io/carbook/css/ionicons.min.css)
14:04:45	112648/112648	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639eb58f-1b808%22	https://themewagon.github.io/carbook/fonts/ionicons/fonts/ionicons.ttf?v=4.0.0-19	D:/Datvexe/themewagon.github.io/carbook/fonts/ionicons/fonts/ionicons580c.ttf	(from https://themewagon.github.io/carbook/css/ionicons.min.css)
14:04:46	313199/313199	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639eb58f-4c76f%22	https://themewagon.github.io/carbook/fonts/ionicons/fonts/ionicons.svg?v=4.0.0-19	D:/Datvexe/themewagon.github.io/carbook/fonts/ionicons/fonts/ionicons580c.svg	(from https://themewagon.github.io/carbook/css/ionicons.min.css)
14:04:46	11522/11522	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639eb58f-2d02%22	https://themewagon.github.io/carbook/fonts/flaticon/font/Flaticon.eot	D:/Datvexe/themewagon.github.io/carbook/fonts/flaticon/font/Flaticon.eot	(from https://themewagon.github.io/carbook/css/flaticon.css)
14:04:47	11522/11522	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639eb58f-2d02%22	https://themewagon.github.io/carbook/fonts/flaticon/font/Flaticon.eot?	D:/Datvexe/themewagon.github.io/carbook/fonts/flaticon/font/Flaticond41d.eot	(from https://themewagon.github.io/carbook/css/flaticon.css)
14:04:47	7536/7536	---M--	200	added ('OK')	font/woff	etag:%22639eb58f-1d70%22	https://themewagon.github.io/carbook/fonts/flaticon/font/Flaticon.woff	D:/Datvexe/themewagon.github.io/carbook/fonts/flaticon/font/Flaticon.woff	(from https://themewagon.github.io/carbook/css/flaticon.css)
14:04:47	11344/11344	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639eb58f-2c50%22	https://themewagon.github.io/carbook/fonts/flaticon/font/Flaticon.ttf	D:/Datvexe/themewagon.github.io/carbook/fonts/flaticon/font/Flaticon.ttf	(from https://themewagon.github.io/carbook/css/flaticon.css)
14:04:48	75000/75000	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639eb58f-124f8%22	https://themewagon.github.io/carbook/fonts/flaticon/font/Flaticon.svg	D:/Datvexe/themewagon.github.io/carbook/fonts/flaticon/font/Flaticon.svg	(from https://themewagon.github.io/carbook/css/flaticon.css)
14:04:48	307332/307332	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639eb58f-4b084%22	https://themewagon.github.io/carbook/fonts/icomoon/icomoon.eot?6tt51o	D:/Datvexe/themewagon.github.io/carbook/fonts/icomoon/icomoonccfb.eot	(from https://themewagon.github.io/carbook/css/icomoon.css)
14:04:48	307168/307168	---M-Z	200	added ('OK')	font/ttf	etag:W/%22639eb58f-4afe0%22	https://themewagon.github.io/carbook/fonts/icomoon/icomoon.ttf?6tt51o	D:/Datvexe/themewagon.github.io/carbook/fonts/icomoon/icomoonccfb.ttf	(from https://themewagon.github.io/carbook/css/icomoon.css)
14:04:49	307244/307244	---M--	200	added ('OK')	font/woff	etag:%22639eb58f-4b02c%22	https://themewagon.github.io/carbook/fonts/icomoon/icomoon.woff?6tt51o	D:/Datvexe/themewagon.github.io/carbook/fonts/icomoon/icomoonccfb.woff	(from https://themewagon.github.io/carbook/css/icomoon.css)
14:04:49	935341/935341	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22639eb58f-e45ad%22	https://themewagon.github.io/carbook/fonts/icomoon/icomoon.svg?6tt51o	D:/Datvexe/themewagon.github.io/carbook/fonts/icomoon/icomoonccfb.svg	(from https://themewagon.github.io/carbook/css/icomoon.css)
14:04:50	167668/167668	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-28ef4%22	https://themewagon.github.io/carbook/images/car-5.jpg	D:/Datvexe/themewagon.github.io/carbook/images/car-5.jpg	(from https://themewagon.github.io/carbook/pricing.html)
14:04:50	190536/190536	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-2e848%22	https://themewagon.github.io/carbook/images/car-6.jpg	D:/Datvexe/themewagon.github.io/carbook/images/car-6.jpg	(from https://themewagon.github.io/carbook/pricing.html)
14:04:51	22785/22785	---M-Z	200	added ('OK')	text/html	etag:W/%22639eb58f-5901%22	https://themewagon.github.io/carbook/car-single.html	D:/Datvexe/themewagon.github.io/carbook/car-single.html	(from https://themewagon.github.io/carbook/car.html)
14:04:51	155016/155016	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-25d88%22	https://themewagon.github.io/carbook/images/car-7.jpg	D:/Datvexe/themewagon.github.io/carbook/images/car-7.jpg	(from https://themewagon.github.io/carbook/car.html)
14:04:52	187812/187812	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-2dda4%22	https://themewagon.github.io/carbook/images/car-8.jpg	D:/Datvexe/themewagon.github.io/carbook/images/car-8.jpg	(from https://themewagon.github.io/carbook/car.html)
14:04:52	242523/242523	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-3b35b%22	https://themewagon.github.io/carbook/images/car-9.jpg	D:/Datvexe/themewagon.github.io/carbook/images/car-9.jpg	(from https://themewagon.github.io/carbook/car.html)
14:04:52	214062/214062	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-3442e%22	https://themewagon.github.io/carbook/images/car-10.jpg	D:/Datvexe/themewagon.github.io/carbook/images/car-10.jpg	(from https://themewagon.github.io/carbook/car.html)
14:04:53	125113/125113	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-1e8b9%22	https://themewagon.github.io/carbook/images/car-11.jpg	D:/Datvexe/themewagon.github.io/carbook/images/car-11.jpg	(from https://themewagon.github.io/carbook/car.html)
14:04:54	187550/187550	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-2dc9e%22	https://themewagon.github.io/carbook/images/car-12.jpg	D:/Datvexe/themewagon.github.io/carbook/images/car-12.jpg	(from https://themewagon.github.io/carbook/car.html)
14:04:55	203335/203335	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-31a47%22	https://themewagon.github.io/carbook/images/image_4.jpg	D:/Datvexe/themewagon.github.io/carbook/images/image_4.jpg	(from https://themewagon.github.io/carbook/blog.html)
14:04:56	150693/150693	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-24ca5%22	https://themewagon.github.io/carbook/images/image_5.jpg	D:/Datvexe/themewagon.github.io/carbook/images/image_5.jpg	(from https://themewagon.github.io/carbook/blog.html)
14:04:56	119477/119477	---M--	200	added ('OK')	image/jpeg	etag:%22639eb58f-1d2b5%22	https://themewagon.github.io/carbook/images/image_6.jpg	D:/Datvexe/themewagon.github.io/carbook/images/image_6.jpg	(from https://themewagon.github.io/carbook/blog.html)
14:04:57	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/carbook/images/image_7.jpg	D:/Datvexe/themewagon.github.io/carbook/images/image_7.jpg	(from https://themewagon.github.io/carbook/blog-single.html)
14:04:57	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/carbook/images/image_8.jpg	D:/Datvexe/themewagon.github.io/carbook/images/image_8.jpg	(from https://themewagon.github.io/carbook/blog-single.html)
